backbone,dataset,strategy,layer,assigned_rank,pre_acc,post_acc,delta
openai/clip-vit-base-patch16,cub200,amplify_strong,11,19,81.27373144632378,85.58853986882983,4.314808422506047
openai/clip-vit-base-patch16,cub200,proportional,0,4,5.868139454608215,6.213324128408699,0.34518467380048357
openai/clip-vit-base-patch16,cub200,proportional,1,4,10.562651018294787,10.441836382464619,-0.12081463583016827
openai/clip-vit-base-patch16,cub200,proportional,2,5,18.018639972385227,17.932343803935105,-0.08629616845012222
openai/clip-vit-base-patch16,cub200,proportional,3,6,22.040041422160854,22.26441146013117,0.22437003797031707
openai/clip-vit-base-patch16,cub200,proportional,4,7,26.803589920607525,29.582326544701417,2.7787366240938915
openai/clip-vit-base-patch16,cub200,proportional,5,7,24.92233344839489,31.101139109423542,6.178805661028651
openai/clip-vit-base-patch16,cub200,proportional,6,6,23.869520193303416,30.04832585433207,6.178805661028655
openai/clip-vit-base-patch16,cub200,proportional,7,7,26.958923023817743,39.282015878494995,12.323092854677252
openai/clip-vit-base-patch16,cub200,proportional,8,8,33.94891266827753,53.62443907490507,19.67552640662754
openai/clip-vit-base-patch16,cub200,proportional,9,11,52.41629271660339,73.69692785640318,21.28063513979979
openai/clip-vit-base-patch16,cub200,proportional,10,13,67.10390058681395,81.2909906800138,14.187090093199856
openai/clip-vit-base-patch16,cub200,proportional,11,15,81.27373144632378,85.15705902657922,3.8833275802554397
